iter	Logloss
791	0.2918410334
792	0.2915398967
793	0.2913522339
794	0.2909835816
795	0.2907177626
796	0.2904620706
797	0.2901950629
798	0.2899410673
799	0.2898089906
800	0.2896811194
801	0.2895766664
802	0.2894655852
803	0.2893273041
804	0.2890616556
805	0.2886543991
806	0.288569578
807	0.2884368992
808	0.2883315598
809	0.288185834
810	0.2879957593
811	0.2878663081
812	0.2877424006
813	0.2874656954
814	0.2872615107
815	0.2869350184
816	0.2866108651
817	0.2865291398
818	0.2863792067
819	0.2862059664
820	0.2861057498
821	0.2858231066
822	0.2857549891
823	0.2855638875
824	0.2853798973
825	0.2850839057
826	0.2849390476
827	0.2848000908
828	0.2845560378
829	0.2844595761
830	0.2843462133
831	0.2840397268
832	0.2837184872
833	0.2834692536
834	0.2831955809
835	0.2830830452
836	0.2829833174
837	0.2828501809
838	0.2824727349
839	0.2822418479
840	0.2819984731
841	0.2817293533
842	0.2815564557
843	0.2814211199
844	0.2812325198
845	0.2811347509
846	0.2809689972
847	0.2809530853
848	0.280651455
849	0.2805442557
850	0.2803514806
851	0.2801341434
852	0.2800242559
853	0.2798776831
854	0.279682979
855	0.2795355619
856	0.2794240477
857	0.2792967191
858	0.2789665987
859	0.2788946018
860	0.2787639869
861	0.2785960632
862	0.2784149062
863	0.2782463266
864	0.2780159917
865	0.2778368968
866	0.2775891675
867	0.2774298157
868	0.277084602
869	0.276859698
870	0.2767133398
871	0.276474434
872	0.2762895991
873	0.2759939695
874	0.2757661506
875	0.2756906587
876	0.2753870227
877	0.2751662593
878	0.2749313733
879	0.2745820682
880	0.2744869451
881	0.2744219329
882	0.2742946112
883	0.2742195257
884	0.2740669453
885	0.2738826332
886	0.273758036
887	0.2736515329
888	0.2733483106
889	0.2731406083
890	0.2728531435
891	0.272612238
892	0.2725153529
893	0.2723922942
894	0.2722100487
895	0.2720361858
896	0.2718583262
897	0.2716971091
898	0.2714842541
899	0.2712854842
900	0.2711488828
901	0.2709339557
902	0.2707250704
903	0.2705065694
904	0.2703668064
905	0.2700553415
906	0.2699430516
907	0.2697008609
908	0.2694739939
909	0.2692547392
910	0.2691006418
911	0.2688728803
912	0.2686248944
913	0.2684017071
914	0.2680736808
915	0.2679485413
916	0.2677377323
917	0.2675980609
918	0.267210688
919	0.2671049901
920	0.2668575776
921	0.2665694878
922	0.266346037
923	0.266162925
924	0.266066041
925	0.2659636832
926	0.265645673
927	0.2655475286
928	0.2653698564
929	0.2651692471
930	0.2649262609
931	0.2647183172
932	0.2645600504
933	0.2644445649
934	0.2640387797
935	0.2639350001
936	0.2638666124
937	0.2637868487
938	0.2636762506
939	0.2633618423
940	0.263073533
941	0.2629481407
942	0.2629071113
943	0.2626241442
944	0.2622530444
945	0.2621469505
946	0.2620407679
947	0.2619813467
948	0.2619231983
949	0.2618136934
950	0.2616033637
951	0.2615089597
952	0.2613310475
953	0.2612362801
954	0.2610519251
955	0.260697891
956	0.2605139046
957	0.260281655
958	0.2599981993
959	0.2598154008
960	0.2596716802
961	0.2594475633
962	0.2591370424
963	0.2590573073
964	0.2589038334
965	0.2588695682
966	0.2587795856
967	0.2586324168
968	0.2584445942
969	0.2581668292
970	0.2578777201
971	0.2576656088
972	0.2574489835
973	0.2573002885
974	0.257148175
975	0.2570124173
976	0.2568540972
977	0.2566997674
978	0.2565051077
979	0.2563652362
980	0.2561280744
981	0.2560286076
982	0.2558540651
983	0.2556367329
984	0.2555433712
985	0.2552924529
986	0.2551342768
987	0.2551014319
988	0.2549951019
989	0.2547820911
990	0.2546679973
991	0.254596424
992	0.2543766332
993	0.2542016414
994	0.2540432108
995	0.2539609107
996	0.2537918948
997	0.2535286984
998	0.2533336393
999	0.2531861985
